Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
06-07-2025,SO,83.3,82.5,84.32,82.08,10832094,85411764706,16.56,3.81,4.98,104.18,54.7,Utilities
06-07-2025,SPGI,472.59,482.44,489.5,470.01,4931867,1.52073E+11,31.28,0.75,15.42,644.85,389.79,Financials
06-07-2025,SYK,381.36,389.5,394.48,375.87,3000355,1.42115E+11,32.04,0.85,12.16,482.73,323.78,Healthcare
06-07-2025,T,20.99,21.3,21.56,20.87,2327833,1.36929E+11,8.14,7.63,2.62,24.92,15.22,Communication Services
06-07-2025,TJX,119.52,117.07,121.09,116.22,12923869,1.31704E+11,25.01,1.31,4.68,138.57,104.85,Consumer Discretionary
06-07-2025,TMO,581.74,569.42,584.87,562.33,33145146,2.15987E+11,24.71,0.29,23.04,743.1,409.88,Healthcare
06-07-2025,TSLA,256.4,254.56,260.1,252.86,31385944,8.32215E+11,60.55,0,4.2,292.79,203.52,Consumer Discretionary
06-07-2025,TXN,206.49,212.94,213.86,204.32,8368153,1.92165E+11,21.44,2.33,9.93,242.89,152.39,Technology
06-07-2025,UBER,75.31,73.01,76.16,71.96,11928746,1.41153E+11,31.22,0,2.34,84.34,59.32,Technology
06-07-2025,UNH,583.85,589.81,592.93,576.83,33812973,5.40659E+11,26.27,1.25,22.45,709.84,528.55,Healthcare
06-07-2025,UNP,246.32,243.22,247.74,239.62,3805936,1.4784E+11,19.56,1.9,12.43,317.59,197.42,Industrials
06-07-2025,UPS,153.32,152.43,153.89,151.63,12330924,1.22927E+11,17.85,3.39,8.54,199.29,99.18,Industrials
06-07-2025,V,283.1,285.76,287.95,280.36,12462174,5.7152E+11,34.93,0.74,8.18,318.34,217.34,Financials
06-07-2025,VRTX,478.91,468.89,483.73,462.62,6235477,1.22107E+11,28.87,0,16.24,532.3,369.16,Healthcare
06-07-2025,VZ,44.66,44.56,45.21,44.17,7952128,1.73289E+11,8.6,5.77,5.18,54.28,38.51,Communication Services
06-07-2025,WMT,69.99,70.78,71.44,69.2,17061822,5.54361E+11,30.6,1.17,2.31,80.76,54.46,Consumer Staples
06-07-2025,XOM,124.26,121.35,125.23,119.81,19262145,4.75494E+11,12.36,2.97,9.82,156.3,85.35,Energy
06-07-2025,ZTS,147.98,148.55,149.14,145.96,2756440,67342666667,28.93,0.66,5.13,183.71,129.45,Healthcare
07-07-2025,AAPL,187.72,189.16,191.67,186.99,71116100,2.95274E+12,32.08,0.52,5.9,218.1,150.71,Technology
07-07-2025,ABBV,176.5,180.08,180.78,175.74,23690313,3.05889E+11,16.02,3.46,11.24,229.99,138.44,Healthcare
07-07-2025,ABT,116.56,116.92,117.27,115.25,14663274,1.94867E+11,22.23,1.86,5.26,144.5,83.6,Healthcare
07-07-2025,ADBE,599.23,599.43,605.64,595.64,17687811,2.59753E+11,40.58,0,14.77,761.4,543.08,Technology
07-07-2025,ADP,245.26,240,248.07,238.35,5606013,98823529412,23.92,1.98,10.03,297.48,212.29,Financials
07-07-2025,AMD,156.49,161.05,162.1,154.9,22836073,2.44015E+11,40.19,0,4.01,175.49,131.13,Technology
07-07-2025,AMGN,306.89,302.56,308.76,298.75,10005448,1.5376E+11,13.46,2.84,22.48,332.34,254.81,Healthcare
07-07-2025,AMT,207.61,204.06,209.62,202.87,7191328,94564390244,25.59,2.46,7.97,275.14,151.15,Real Estate
07-07-2025,AMZN,178.25,176.09,178.95,174.55,47624542,1.81121E+12,38.74,0,4.55,191.27,156.42,Consumer Discretionary
07-07-2025,AVGO,1672.18,1721.7,1732.91,1654.83,17606926,7.89956E+11,33.36,1.88,51.61,2234.9,1403.88,Technology
07-07-2025,BAC,45.18,45.59,46.19,44.82,19734169,3.39274E+11,14.86,2.14,3.07,56.59,30.98,Financials
07-07-2025,BKNG,3781.79,3812.34,3860.63,3749.26,4233678,1.37244E+11,22.07,0,172.74,4396.93,3343.11,Consumer Discretionary
07-07-2025,BLK,888.86,881.18,898.42,876.36,9947653,1.35953E+11,21.06,2.13,41.84,1175.18,731.23,Financials
07-07-2025,BMY,57.52,56.73,57.75,56.05,7888352,1.08303E+11,12.32,4.06,4.6,65.91,38.16,Healthcare
07-07-2025,BRK.B,435.23,444.44,449.49,430.81,28019662,9.19531E+11,16.34,0,27.2,556.95,359.37,Financials
07-07-2025,C,64.88,65.74,66.54,64.69,13028285,1.26423E+11,10.62,3.69,6.19,80.49,48.06,Financials
07-07-2025,CAT,383.43,381.51,384.56,377.08,11459552,1.98385E+11,13.72,2.07,27.81,462.82,281.7,Industrials
07-07-2025,CB,239.5,240.75,241.65,238.12,14429337,93352040816,14.01,2.03,17.18,286.15,157.13,Financials
07-07-2025,COST,865.34,867.03,871.86,855.97,15287223,3.76539E+11,39.25,0.47,22.09,941.2,576.81,Consumer Staples
07-07-2025,CRM,279.67,286.61,287.77,275.83,32932151,2.70977E+11,33.21,0,8.63,321.35,214.55,Technology
07-07-2025,CVX,155.34,158.48,160.4,153.04,15786053,2.82826E+11,14.28,2.77,11.1,210.01,109.82,Energy
07-07-2025,DIS,116.33,114.41,117.25,113.02,10440019,1.97433E+11,34.93,0,3.28,136.9,80.48,Communication Services
07-07-2025,DUK,112.47,113.17,114.49,112.02,12925492,84363090909,16.5,3.82,6.86,140.98,74.01,Utilities
07-07-2025,ELV,554.88,541.67,556.83,535.36,8090304,1.21998E+11,17.03,1.13,31.81,681.24,428.65,Healthcare
07-07-2025,GE,183.81,180.05,184.54,178.56,14335432,1.90339E+11,28.6,0.43,6.3,222.42,157.97,Industrials
07-07-2025,GILD,83.24,84.5,85.02,82.45,10562040,1.00344E+11,17.51,3.65,4.83,94.5,64.38,Healthcare
07-07-2025,GOOGL,172.43,169.52,174.25,168.47,40185474,2.01695E+12,28.72,0,5.9,218.44,135.2,Communication Services
07-07-2025,GS,448.63,450.16,454.77,442.81,9742275,1.51684E+11,12.9,2.19,34.9,493.72,413.32,Financials
07-07-2025,HD,372.94,382.09,385.3,370.36,29672527,3.97792E+11,23.61,2.17,16.18,440.81,348.97,Consumer Discretionary
07-07-2025,HON,223,220.47,224.58,217.34,4843915,1.48689E+11,27.03,1.99,8.16,276.8,192.31,Industrials
07-07-2025,IBM,186.46,192.04,194.34,184.05,13900546,1.72344E+11,24.31,3.51,7.9,250.94,126.38,Technology
07-07-2025,INTC,36.58,35.43,36.72,35.36,10407432,1.36659E+11,20.05,1.39,1.77,45.93,31.18,Technology
07-07-2025,INTU,667.21,680.81,682.18,663.01,8723796,1.83295E+11,58.17,0.59,11.7,910.76,568.51,Technology
07-07-2025,ISRG,453.23,451.69,459.2,445.62,9219554,1.522E+11,47.25,0,9.56,583.07,295.5,Healthcare
07-07-2025,JNJ,170.46,170.6,171.47,169.28,22671122,4.30342E+11,15.17,3.08,11.25,227.05,125.64,Healthcare
07-07-2025,JPM,217.8,213.68,220.97,212.76,28633243,5.97274E+11,12.97,2.21,16.47,284.47,147.33,Financials
07-07-2025,KO,64.48,65.02,65.22,64.11,23308258,2.83546E+11,24.23,2.81,2.68,78.36,59.44,Consumer Staples
07-07-2025,LLY,941.21,919.51,943.91,913.23,27007701,8.22719E+11,44.57,1.17,20.63,993.24,687.76,Healthcare
07-07-2025,LMT,494.73,500.69,506.52,491.12,8487329,1.19957E+11,18.78,2.64,26.66,558.87,364.36,Industrials
07-07-2025,LOW,242.39,244.9,247.4,241.75,3415192,1.54937E+11,23.74,1.71,10.32,307.68,192.63,Consumer Discretionary
07-07-2025,MA,488.44,497.33,498.81,483.4,22293510,4.66247E+11,30.46,0.48,16.33,551.33,405.54,Financials
07-07-2025,MDLZ,77.49,77.68,77.86,76.66,5282426,99724324324,20.29,2.28,3.83,87.64,67.3,Consumer Staples
07-07-2025,MDT,91.3,93.14,94.53,90.65,4772832,1.19012E+11,16.21,3.48,5.75,111.12,68.15,Healthcare
07-07-2025,META,503.45,495.83,509.83,489.8,72527675,1.37458E+12,20.7,0.43,23.95,550.25,350.89,Communication Services
07-07-2025,MMC,219.74,219.95,222.45,218.69,9080767,1.07417E+11,23.85,1.88,9.22,268.49,163.99,Financials
07-07-2025,MRK,127.79,126.37,129.1,125.82,9570318,3.11065E+11,15.31,2.46,8.25,169.61,108.58,Healthcare
07-07-2025,MS,99.57,100.28,101.58,99.06,12949997,1.65462E+11,12.06,3.26,8.32,127.13,73.21,Financials
07-07-2025,MSFT,452.3,451.62,453.74,448.47,81074466,3.21844E+12,33.91,0.69,13.32,554.15,319.88,Technology
07-07-2025,NEE,77.06,77.04,77.83,76.02,4631919,1.58895E+11,25.05,3.01,3.08,90.96,68.16,Utilities
07-07-2025,NFLX,668.63,677.32,685.67,662.72,9387281,2.80962E+11,47.56,0,14.24,736.68,481.49,Communication Services
07-07-2025,NKE,87.58,88.18,88.64,86.89,8389169,1.3227E+11,26.92,1.06,3.28,102.13,74.74,Consumer Discretionary
07-07-2025,NOW,861.58,866.79,877.07,854.37,4192118,1.78457E+11,92.36,0,9.38,1009.64,628.55,Technology
07-07-2025,NVDA,483.21,483.7,490.28,478.75,53421105,2.70872E+12,38.81,0,12.46,563.34,417.52,Technology
07-07-2025,ORCL,153.29,155.62,156.5,151.34,9472539,4.43121E+11,26.11,1.06,5.96,204.12,119.63,Technology
07-07-2025,PEP,183.22,179.94,184.7,177.26,25104094,2.34922E+11,22.65,2.78,7.94,228.1,138.5,Consumer Staples
07-07-2025,PFE,28.28,27.61,28.36,27.54,9473309,1.46956E+11,11.79,5.86,2.34,34.35,22.17,Healthcare
07-07-2025,PG,173.09,176.62,178.89,171.19,11959646,3.99315E+11,28.41,2.56,6.22,212.2,147.34,Consumer Staples
07-07-2025,PLD,131.87,130.11,132.51,129.26,8320376,1.25106E+11,39.21,2.86,3.32,168.06,113.51,Real Estate
07-07-2025,PM,109.05,111.14,111.83,107.48,2507893,1.6671E+11,20.45,4.76,5.43,149.95,95.32,Consumer Staples
07-07-2025,PYPL,71.87,70.21,72.11,69.43,13619419,75225000000,15.32,0,4.58,88.93,57.3,Financials
07-07-2025,QCOM,211.3,208,212.17,205.07,13560493,2.17674E+11,20.28,1.82,10.26,235.31,141.71,Technology
07-07-2025,REGN,1081.71,1083.08,1089.09,1075.38,2337320,1.13231E+11,16.78,0,64.55,1448.9,847.28,Healthcare
07-07-2025,RTX,111.09,111.46,112.77,110.31,13086343,1.47032E+11,19.35,2.22,5.76,138.09,87.99,Industrials
07-07-2025,SCHW,75.57,75.51,75.79,75.34,5950218,1.27423E+11,17.17,1.32,4.4,92.21,53.99,Financials
07-07-2025,SO,85.81,84.59,87.01,83.75,8232648,87575529412,20.48,3.85,4.13,100.84,60.75,Utilities
07-07-2025,SPGI,464.92,463.37,468.79,461.97,8864380,1.46062E+11,34.86,0.86,13.29,625.51,419.44,Financials
07-07-2025,SYK,377.21,381.3,383.71,373.7,13238545,1.39123E+11,33.22,0.85,11.48,425.1,342.32,Healthcare
07-07-2025,T,19.29,19.64,19.83,19.24,13417781,1.26257E+11,7.74,7.6,2.54,23.96,14.27,Communication Services
07-07-2025,TJX,124.01,126.59,127.61,123.59,5766399,1.42414E+11,27.35,1.15,4.63,157.71,89.28,Consumer Discretionary
07-07-2025,TMO,562.8,573.42,580.8,555.15,27262215,2.17504E+11,30.71,0.31,18.67,707.09,491.33,Healthcare
07-07-2025,TSLA,255.42,249.09,258.54,247.34,21566791,8.14333E+11,51.54,0,4.83,320.46,215.9,Consumer Discretionary
07-07-2025,TXN,210.9,215.55,218.63,209.44,12461777,1.94521E+11,21.19,2.45,10.17,279.7,143.83,Technology
07-07-2025,UBER,79.3,78.71,79.55,77.94,9041121,1.52173E+11,25.67,0,3.07,104.14,71.94,Technology
07-07-2025,UNH,614.39,603.98,623.33,598.24,21453369,5.53648E+11,23.33,1.09,25.89,673.4,404.69,Healthcare
07-07-2025,UNP,253.23,257.52,259.54,250.34,11930810,1.56532E+11,19.15,2.28,13.45,309.5,221.38,Industrials
07-07-2025,UPS,149,148.52,150.98,146.51,7565450,1.19774E+11,14.42,3.2,10.3,196.28,116.57,Industrials
07-07-2025,V,304.23,300.42,306.85,297.39,33422617,6.0084E+11,27.66,0.76,10.86,389.23,236.26,Financials
07-07-2025,VRTX,474.08,462.9,477.1,459.61,5885716,1.20547E+11,28.37,0,16.32,542.74,423.62,Healthcare
07-07-2025,VZ,47.99,49.03,49.62,47.48,14875887,1.90672E+11,8.65,6.24,5.67,58.4,43.45,Communication Services
07-07-2025,WMT,71.73,70.44,72.46,69.58,30190854,5.51698E+11,27.66,1.13,2.55,85.38,63.45,Consumer Staples
07-07-2025,XOM,117.2,114.46,118.37,114.02,8594058,4.48496E+11,12.15,3.23,9.42,153.33,94.87,Energy
07-07-2025,ZTS,149.53,148.68,151.45,146.83,8184940,67401600000,28.35,0.68,5.24,168.16,125.25,Healthcare
08-07-2025,AAPL,196.27,201.24,203.29,193.98,63114261,3.14131E+12,27.12,0.47,7.42,249.12,178.25,Technology
08-07-2025,ABBV,185.75,189.75,192.07,183.9,13471284,3.22315E+11,17.54,3.71,10.82,229.55,125.02,Healthcare
08-07-2025,ABT,115.35,117.72,119.15,114.97,21936859,1.962E+11,22.85,1.92,5.15,128.88,77.73,Healthcare
08-07-2025,ADBE,603.25,601.8,605.15,594.69,12822016,2.6078E+11,38.62,0,15.58,812.31,523.31,Technology
08-07-2025,ADP,253.13,255.95,257.64,252.02,9795687,1.05391E+11,26.78,2.02,9.56,309.94,179.61,Financials
08-07-2025,AMD,161.29,163.74,165.79,160.08,13936770,2.48091E+11,36.28,0,4.51,193.03,126.84,Technology
08-07-2025,AMGN,314.29,317.56,319.3,311.57,10277869,1.61383E+11,13.05,3.09,24.33,393.7,240.63,Healthcare
08-07-2025,AMT,197.41,197.64,199.01,194.55,5478116,91589268293,25.86,2.27,7.64,216.75,151.29,Real Estate
08-07-2025,AMZN,180.47,178.2,182.63,177.41,48893412,1.83291E+12,36.62,0,4.87,210.59,115.9,Consumer Discretionary
08-07-2025,AVGO,1667.02,1681.46,1688.23,1661.33,32397899,7.71493E+11,32.69,1.88,51.44,1856.47,1488.83,Technology
08-07-2025,BAC,41.53,41.32,41.76,40.95,28356337,3.07498E+11,14.96,2.29,2.76,51.77,37.24,Financials
08-07-2025,BKNG,3665.01,3662.41,3690.4,3614.87,3832407,1.31847E+11,23.76,0,154.14,4017.89,3140.31,Consumer Discretionary
08-07-2025,BLK,861.16,869.07,873.69,849.47,3948369,1.34085E+11,22.39,2.45,38.82,1153.68,746.9,Financials
08-07-2025,BMY,54.63,54.48,55.25,54.17,10539184,1.04007E+11,12.47,4.41,4.37,61.52,40.56,Healthcare
08-07-2025,BRK.B,438.47,438.47,439.76,432.14,13241779,9.07179E+11,17.3,0,25.35,570.3,400.33,Financials
08-07-2025,C,67.7,67.17,68.66,66.43,9852576,1.29173E+11,11.54,3.79,5.82,73.92,45.65,Financials
08-07-2025,CAT,364.73,370.92,373.5,362.16,12315152,1.92878E+11,14.11,2.25,26.29,466,277.58,Industrials
08-07-2025,CB,235.77,231.01,237.38,227.88,12919826,89575306122,13.15,2.02,17.57,301.66,198.74,Financials
08-07-2025,COST,872.74,876.32,885.07,862.13,11030102,3.80573E+11,38.17,0.48,22.96,977.9,596.49,Consumer Staples
08-07-2025,CRM,270.08,266.64,271.65,264.18,15535965,2.52096E+11,37.25,0,7.16,314.42,199.73,Technology
08-07-2025,CVX,157.09,150.97,157.87,149.33,21732691,2.69423E+11,15.64,3.26,9.65,194.48,127,Energy
08-07-2025,DIS,112.97,110.17,113.79,109.9,10732590,1.90116E+11,34.13,0,3.23,135.86,99.27,Communication Services
08-07-2025,DUK,108.12,109.13,109.55,107.44,12356569,81351454545,16.66,4.16,6.55,119.2,76.87,Utilities
08-07-2025,ELV,561.7,552.48,568.2,547.24,14176888,1.24432E+11,14.12,1.1,39.13,679.81,466.51,Healthcare
08-07-2025,GE,173.46,170.97,175.8,169.98,3675138,1.8074E+11,29.17,0.38,5.86,217.29,149.34,Industrials
08-07-2025,GILD,80.02,81.96,82.92,78.85,3198974,97327500000,20.6,4.02,3.98,106.4,71.18,Healthcare
08-07-2025,GOOGL,173.93,172.08,174.54,170.35,55223341,2.04741E+12,29.77,0,5.78,196.74,113.68,Communication Services
08-07-2025,GS,463.59,469.38,474.18,456.89,8952194,1.58161E+11,14.76,2.3,31.8,535.98,402.82,Financials
08-07-2025,HD,379.62,384.85,386.12,377.94,13444947,4.00666E+11,27.1,2.23,14.2,493.2,301.84,Consumer Discretionary
08-07-2025,HON,224.33,224.79,225.76,223.11,2840548,1.51603E+11,29.43,2.01,7.64,266.27,172.77,Industrials
08-07-2025,IBM,190.02,195.92,196.68,187.66,13331647,1.75826E+11,23.37,3.28,8.38,218.22,141.83,Technology
08-07-2025,INTC,37.77,37.66,38.09,37.55,8415931,1.4526E+11,16.89,1.47,2.23,50.84,32.51,Technology
08-07-2025,INTU,672.57,680.66,688.14,664.45,9643867,1.83255E+11,65.63,0.62,10.37,825.97,574.81,Technology
08-07-2025,ISRG,450.03,457.75,459.57,448.01,7039619,1.54242E+11,59.22,0,7.73,561.3,344.92,Healthcare
08-07-2025,JNJ,164.38,165.71,166.31,162.15,34857218,4.18007E+11,14.1,2.65,11.75,207.79,143.7,Healthcare
08-07-2025,JPM,199.63,194.65,201.31,193.33,13278992,5.44082E+11,14.52,2.16,13.41,231.09,159.24,Financials
08-07-2025,KO,66.05,66.33,66.68,65.79,18322073,2.89259E+11,26.68,2.96,2.49,85.32,52.87,Consumer Staples
08-07-2025,LLY,961.74,985.15,998.35,948.12,31804292,8.8145E+11,49.66,1.09,19.84,1287.86,784.95,Healthcare
08-07-2025,LMT,481.62,491.99,493.6,479.82,8262552,1.17873E+11,16.3,2.58,30.18,647.63,408.62,Industrials
08-07-2025,LOW,244.59,246.1,247.37,243.85,10882710,1.55696E+11,19.36,1.69,12.71,309.93,175.57,Consumer Discretionary
08-07-2025,MA,481.69,474.22,485.46,467.99,22495028,4.44581E+11,33.44,0.55,14.18,556.1,325.75,Financials
08-07-2025,MDLZ,76.59,76.5,77.08,75.73,8990763,98209459459,22.49,2.12,3.4,103.24,54.41,Consumer Staples
08-07-2025,MDT,92.79,95.05,96.11,92.17,7634147,1.21453E+11,14.14,3.26,6.72,110.62,77.83,Healthcare
08-07-2025,META,522.5,509.59,524.73,504.1,82261371,1.41272E+12,23.16,0.42,22,623.19,416,Communication Services
08-07-2025,MMC,218.73,213.96,220.37,212.67,4880024,1.04492E+11,27.13,1.83,7.89,234.47,164.7,Financials
08-07-2025,MRK,131.77,132.23,133.41,130.97,8106627,3.25489E+11,17.04,2.55,7.76,175.03,100.41,Healthcare
08-07-2025,MS,99.46,98.53,100.49,97.46,11954516,1.62575E+11,11.14,3.41,8.84,121.46,88.5,Financials
08-07-2025,MSFT,410.77,421.77,424.57,409.59,25437346,3.00572E+12,35.61,0.7,11.84,555.87,345.14,Technology
08-07-2025,NEE,84.49,83.93,84.8,83.72,13933234,1.73106E+11,24.71,3.03,3.4,103.2,61.84,Utilities
08-07-2025,NFLX,678.51,676.15,684.53,670.01,25637733,2.80477E+11,38.89,0,17.39,772.44,555.15,Communication Services
08-07-2025,NKE,91.5,90.95,92.75,90.57,9480972,1.36425E+11,27.07,0.95,3.36,118.76,78.95,Consumer Discretionary
08-07-2025,NOW,879.64,906.91,916.77,876.62,8968461,1.86717E+11,97.05,0,9.34,1134.6,815.87,Technology
08-07-2025,NVDA,500.51,483.33,506.86,479.09,35823201,2.70665E+12,45.3,0,10.67,539.42,405.09,Technology
08-07-2025,ORCL,147.09,146.15,149.11,144.07,34988282,4.16156E+11,22.46,1.06,6.51,171.87,114.47,Technology
08-07-2025,PEP,188.66,189.63,190.63,187.35,11602836,2.47572E+11,25.89,2.74,7.32,234.04,165.12,Consumer Staples
08-07-2025,PFE,32.1,31.7,32.19,31.35,4313593,1.68726E+11,11.67,5.52,2.72,34.41,27.7,Healthcare
08-07-2025,PG,179.88,183.67,186.39,178.08,26610919,4.15254E+11,27.09,2.26,6.78,242.7,160.74,Consumer Staples
08-07-2025,PLD,131.92,129.83,133.55,129.33,13040452,1.24837E+11,37.41,3.03,3.47,157.54,107.96,Real Estate
08-07-2025,PM,105.69,106.82,107.31,105.36,4417454,1.6023E+11,15.66,4.86,6.82,135.41,83.43,Consumer Staples
08-07-2025,PYPL,67.1,66.38,67.28,66.08,11954985,71121428571,17.52,0,3.79,86.73,53.54,Financials
08-07-2025,QCOM,212.9,210.79,216.09,209.69,8901593,2.20594E+11,16.44,1.66,12.82,254.65,165.15,Technology
08-07-2025,REGN,1143.14,1136.67,1155.93,1120.74,7586499,1.18834E+11,17.14,0,66.32,1465.22,780.43,Healthcare
08-07-2025,RTX,117.07,115.17,117.96,114.69,6092270,1.51926E+11,17.87,2.52,6.44,130.48,90.78,Industrials
08-07-2025,SCHW,77.62,79.14,79.42,77.07,2325390,1.33549E+11,18.99,1.18,4.17,101.16,62.46,Financials
08-07-2025,SO,87.35,87.69,88.49,86.51,5918277,90784941176,20.65,3.28,4.25,111.64,62.39,Utilities
08-07-2025,SPGI,460.07,468.68,469.65,453.57,10278177,1.47736E+11,36.79,0.8,12.74,603.6,339.36,Financials
08-07-2025,SYK,375.05,366.12,379.07,365.15,10230450,1.33584E+11,35.79,0.89,10.23,472.6,334.69,Healthcare
08-07-2025,T,19.42,19.09,19.59,18.94,6489071,1.22721E+11,6.92,7.47,2.76,25.04,17.16,Communication Services
08-07-2025,TJX,119.9,119.22,120.45,118.97,14540487,1.34122E+11,24.52,1.16,4.86,132.29,99.55,Consumer Discretionary
08-07-2025,TMO,565.78,560.3,567.94,552.97,13868203,2.12528E+11,25.58,0.31,21.9,734.31,448.45,Healthcare
08-07-2025,TSLA,264.77,263.91,267.72,260.63,16388183,8.62783E+11,50.22,0,5.26,313.73,175.28,Consumer Discretionary
08-07-2025,TXN,201.53,203.02,205.47,199.72,11611524,1.83213E+11,24.18,2.57,8.4,253.74,148.07,Technology
08-07-2025,UBER,77.79,75.2,78.7,74.11,6683613,1.45387E+11,30.95,0,2.43,89.65,62.69,Technology
08-07-2025,UNH,598.83,584.98,602.28,582.32,30731443,5.36232E+11,24.37,1.16,24,638.55,420.44,Healthcare
08-07-2025,UNP,246.6,241.35,248.54,238.21,8850037,1.46703E+11,19.4,2.22,12.44,300.21,211.46,Industrials
08-07-2025,UPS,145.63,144.23,147.74,142.21,8624026,1.16315E+11,14.4,3.49,10.02,176.77,117.36,Industrials
08-07-2025,V,280.03,279.88,280.72,277.5,32931098,5.5976E+11,34.96,0.69,8.01,315.65,213.56,Financials
08-07-2025,VRTX,498.93,495.54,502.17,490.05,2951900,1.29047E+11,30.37,0,16.32,611.6,381.82,Healthcare
08-07-2025,VZ,46.42,47.49,48.04,46.04,8498217,1.84683E+11,8.25,6.15,5.76,63.34,34.78,Communication Services
08-07-2025,WMT,71.24,70.59,71.7,70.11,25747365,5.52873E+11,24.78,1.1,2.85,88.13,62.94,Consumer Staples
08-07-2025,XOM,115.83,120.16,121.84,115.42,18442319,4.70831E+11,15.26,3.09,7.87,153.12,104.25,Energy
08-07-2025,ZTS,150.72,149.74,152.06,148.46,7873741,67882133333,27.56,0.75,5.43,166.56,122.94,Healthcare
09-07-2025,AAPL,208.27,210.87,213.89,205.16,39473188,3.29163E+12,24.15,0.49,8.73,261.22,164.57,Technology
09-07-2025,ABBV,177.52,180.85,181.9,175.66,29591215,3.07197E+11,16.81,3.65,10.76,216.9,125.03,Healthcare
09-07-2025,ABT,122.84,124,125.43,121.51,21694311,2.06667E+11,19.21,1.95,6.45,146.67,111.55,Healthcare
09-07-2025,ADBE,585.96,599.19,606.77,579.28,19235275,2.59649E+11,41.84,0,14.32,759.55,425.79,Technology
09-07-2025,ADP,263.14,261.95,264.69,260.75,3988319,1.07862E+11,26.61,2.24,9.84,314.54,199.75,Financials
09-07-2025,AMD,155.37,154.67,155.89,153.02,15120388,2.34348E+11,36.52,0,4.24,203.16,105.87,Technology
09-07-2025,AMGN,310.15,311.98,316.33,308.38,14605071,1.58547E+11,12.38,3.2,25.2,384.83,219.35,Healthcare
09-07-2025,AMT,210.03,210.95,213.24,208.99,7962519,97757317073,30.83,2.24,6.84,242.81,168.76,Real Estate
09-07-2025,AMZN,180.91,178.12,183.17,175.55,87404044,1.83209E+12,31.88,0,5.59,201,139.44,Consumer Discretionary
09-07-2025,AVGO,1657.95,1705.29,1718.56,1647.19,20190736,7.82427E+11,30.85,1.97,55.28,2062.4,1423.64,Technology
09-07-2025,BAC,45.88,46.38,46.85,45.72,14467834,3.45153E+11,15.07,2.1,3.08,60.99,35,Financials
09-07-2025,BKNG,3755.71,3759.61,3784.73,3744.89,10454688,1.35346E+11,22.48,0,167.24,4397.19,3417.59,Consumer Discretionary
09-07-2025,BLK,885.03,875.95,893.18,869.84,8695105,1.35147E+11,21.6,2.49,40.55,1086.29,614.72,Financials
09-07-2025,BMY,56.98,56.68,57.33,55.92,10125200,1.08207E+11,11.44,4.12,4.95,67.92,44.54,Healthcare
09-07-2025,BRK.B,425.89,417.77,429.7,412.92,25646547,8.64352E+11,18.52,0,22.56,501.03,297.95,Financials
09-07-2025,C,62.73,61.45,62.96,61.04,13696428,1.18173E+11,11.84,3.95,5.19,71.39,40.19,Financials
09-07-2025,CAT,361.23,369.21,373.47,356.73,4803626,1.91989E+11,14.59,1.95,25.31,431.82,265.62,Industrials
09-07-2025,CB,239.17,235.86,242.06,234.09,13793164,91455918367,15.4,1.94,15.32,260.68,200.63,Financials
09-07-2025,COST,873.31,860.82,881.97,851.99,25172294,3.73842E+11,41.9,0.52,20.54,998.97,653.57,Consumer Staples
09-07-2025,CRM,279.95,280.88,282.75,277.7,27493902,2.65559E+11,35.06,0,8.01,358.91,241.42,Technology
09-07-2025,CVX,165.53,165.16,166.85,163.04,21626669,2.94747E+11,14.12,2.95,11.7,214.08,137.38,Energy
09-07-2025,DIS,115.05,113.18,116.62,111.57,5621905,1.95311E+11,32.58,0,3.47,145.2,76.08,Communication Services
09-07-2025,DUK,107.3,107.4,108.16,106.2,5027988,80061818182,18.95,3.48,5.67,137.13,83.64,Utilities
09-07-2025,ELV,574.92,571.27,577.53,566.96,2892039,1.28664E+11,13.68,1.02,41.76,735.21,420.78,Healthcare
09-07-2025,GE,166.75,165.24,167.21,164.82,6650845,1.74682E+11,32.18,0.42,5.13,191.98,118.61,Industrials
09-07-2025,GILD,75.82,75.34,76.58,74.28,12106179,89466250000,20.61,3.64,3.66,82.69,67.19,Healthcare
09-07-2025,GOOGL,169.67,172.81,174.68,167.99,52948357,2.0561E+12,26.84,0,6.44,221.34,123.45,Communication Services
09-07-2025,GS,447.19,441.54,448.4,439.43,4683322,1.4878E+11,14.07,2.26,31.38,523.03,324.82,Financials
09-07-2025,HD,359.19,364.79,367.74,356.91,18504004,3.79781E+11,29.44,2.49,12.39,486.81,310.93,Consumer Discretionary
09-07-2025,HON,211.89,208.83,213.88,208.32,8203839,1.40839E+11,26.01,2.18,8.03,249.97,164.15,Industrials
09-07-2025,IBM,185.29,181.53,187.37,180.57,2956058,1.62912E+11,23.28,3.45,7.8,233.26,118.95,Technology
09-07-2025,INTC,33.23,32.23,33.46,31.94,9957955,1.24316E+11,17.11,1.56,1.88,39.23,24.77,Technology
09-07-2025,INTU,665.78,660.61,673.43,657.46,12579904,1.77857E+11,58.02,0.62,11.39,843.07,434.48,Technology
09-07-2025,ISRG,466.9,460.72,471.7,456.96,2785330,1.55243E+11,54.92,0,8.39,568.52,417.97,Healthcare
09-07-2025,JNJ,164.9,167.16,167.57,163.55,19285118,4.21665E+11,17.1,3.02,9.78,209.9,132.54,Healthcare
